outbreak_id,premises,state,state_name,flyway,herd_flock_type,production_type,link,lon,lat,week_id,iso_year,iso_week,week_start,case_week_start,is_case_week,lag_weeks_from_case
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W31,2022,31,2022-08-01,2022-10-03,0,-9
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W32,2022,32,2022-08-08,2022-10-03,0,-8
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W33,2022,33,2022-08-15,2022-10-03,0,-7
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W34,2022,34,2022-08-22,2022-10-03,0,-6
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W35,2022,35,2022-08-29,2022-10-03,0,-5
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W36,2022,36,2022-09-05,2022-10-03,0,-4
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W37,2022,37,2022-09-12,2022-10-03,0,-3
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W38,2022,38,2022-09-19,2022-10-03,0,-2
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W39,2022,39,2022-09-26,2022-10-03,0,-1
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W40,2022,40,2022-10-03,2022-10-03,1,0
3,Matanuska-Susitna 02,AK,Alaska,PAC,Backyard,Backyard Producer,IND,-149.50473,61.52741,2022-W41,2022,41,2022-10-10,2022-10-03,0,1
